sale_date,product_id,region_id,quantity,unit_price
2025-04-28,652,6,38,1931
2025-03-27,302,2,83,1896
2025-07-07,602,7,89,4614
2025-03-22,762,1,24,3229
2025-04-25,762,5,54,713
2025-08-14,76,2,82,4164
2025-05-08,834,2,33,2825
2025-03-30,631,1,17,3623
2025-06-14,9,3,5,1291
2025-04-10,85,7,12,811
2025-03-15,975,6,91,1169
2025-07-15,274,1,31,3938
2025-03-31,292,2,99,4540
2025-08-05,306,7,78,1630
2025-06-01,870,3,36,4640
2025-08-20,716,2,26,2807
2025-05-26,624,6,74,751
2025-08-18,597,5,73,1424
2025-03-26,657,4,20,2221
2025-03-10,56,1,58,4430
2025-06-15,700,1,15,2656
2025-06-14,573,4,52,4896
2025-06-19,484,4,66,3351
2025-07-19,185,3,26,4593
2025-08-20,937,1,81,1926
2025-05-14,487,2,16,3344
2025-06-02,233,1,63,2563
2025-04-24,321,5,70,3979
2025-04-19,484,7,97,1391
2025-08-03,57,3,100,3845
2025-08-23,663,5,55,4124
2025-08-29,164,7,14,4540
2025-04-29,983,2,36,2524
2025-08-16,634,7,44,3498
2025-06-01,25,4,61,1534
2025-07-23,885,7,78,3500
2025-05-17,934,7,47,4439
2025-05-16,739,1,83,539
2025-04-23,453,3,67,4460
2025-07-15,996,4,87,1150
2025-05-17,484,6,72,2758
2025-03-11,292,1,57,1493
2025-08-23,154,7,82,501
2025-07-07,408,6,32,3352
2025-05-08,910,7,47,3653
2025-03-03,111,3,92,2469
2025-08-08,977,1,29,4592
2025-03-29,65,2,17,1976
2025-04-01,425,3,14,4240
2025-03-26,396,3,53,1506
2025-06-27,675,5,42,3236
2025-07-19,157,6,15,2164
2025-08-22,346,1,15,4615
2025-04-23,823,7,62,4893
2025-08-09,344,3,19,4355
2025-04-30,628,4,64,2668
2025-04-04,990,5,2,3535
2025-05-15,23,5,25,4758
2025-03-21,737,1,21,1077
2025-03-05,336,3,92,2299
2025-04-02,983,5,8,3123
2025-08-09,482,5,75,1073
2025-08-21,687,5,5,2666
2025-03-23,829,3,11,3099
2025-08-18,177,5,41,4657
2025-03-22,239,6,31,1106
2025-07-19,811,5,37,2727
2025-04-27,63,2,73,2661
2025-06-17,220,5,26,1266
2025-06-06,720,4,79,1976
2025-08-21,820,4,69,721
2025-08-20,240,4,81,3345
2025-06-09,265,1,19,3431
2025-05-13,866,1,1,2534
2025-07-15,755,1,91,2718
2025-05-17,248,7,73,3778
2025-07-06,979,4,35,1959
2025-07-29,838,3,73,3624
2025-03-25,852,5,87,1723
2025-05-23,40,3,60,2622
2025-08-22,273,5,73,4868
2025-08-13,585,5,24,707
2025-03-08,881,5,56,1324
2025-05-16,544,7,49,2698
2025-05-27,681,7,67,1493
2025-03-19,783,1,94,1448
2025-08-17,526,7,6,4160
2025-03-28,151,7,62,2991
2025-04-10,731,7,62,4062
2025-05-01,802,1,23,4241
2025-06-29,645,7,58,2545
2025-06-21,431,4,88,3329
2025-08-21,112,2,93,2970
2025-04-20,45,1,73,1434
2025-06-11,906,5,49,1429
2025-08-14,856,5,36,1136
2025-03-23,836,6,62,1313
2025-06-26,995,7,65,3555
2025-05-13,695,1,78,983
2025-08-26,784,7,36,1248
2025-05-30,880,5,38,2737
2025-03-12,499,5,78,4459
2025-05-14,141,6,62,4251
2025-03-28,743,3,13,4242
2025-07-02,174,3,76,3003
2025-03-17,908,7,48,2130
2025-07-07,330,6,28,3953
2025-08-18,75,3,58,902
2025-08-16,241,3,84,2488
2025-03-19,306,3,47,3106
2025-08-12,619,7,38,3963
2025-07-26,900,3,97,3285
2025-08-07,498,6,100,4117
2025-05-31,978,6,8,4727
2025-06-29,973,1,21,2228
2025-05-28,427,7,92,1836
2025-03-04,730,4,67,4153
2025-08-18,450,1,63,3590
2025-08-28,876,6,100,1617
2025-08-09,563,3,65,3934
2025-07-05,642,1,85,1100
2025-04-09,30,4,93,3948
2025-08-27,460,1,47,4976
2025-04-16,759,7,76,2618
2025-07-03,608,7,98,4199
2025-08-14,707,1,74,4724
2025-08-03,461,7,68,4850
2025-08-10,952,6,62,1563
2025-03-21,929,4,85,3964
2025-04-18,319,5,59,693
2025-04-13,130,6,90,4830
2025-07-11,642,1,63,3687
2025-04-01,986,6,89,1299
2025-06-04,445,7,70,4107
2025-05-23,153,4,72,710
2025-06-14,645,2,38,3604
2025-08-25,640,7,18,3456
2025-05-25,764,7,6,1892
2025-06-05,298,6,46,2726
2025-03-16,603,1,51,3090
2025-08-11,275,2,6,3044
2025-05-05,392,7,91,1604
2025-03-11,635,6,33,2741
2025-07-17,367,7,78,1211
2025-06-05,970,7,7,4670
2025-06-28,162,4,59,3306
2025-03-13,60,3,83,4635
2025-03-17,278,3,70,2265
2025-04-28,633,5,59,4737
2025-07-13,655,1,22,975
2025-05-06,681,4,50,1333
2025-07-07,528,7,68,2723
2025-04-23,40,1,97,4455
2025-05-14,692,2,92,3970
2025-03-22,20,5,96,978
2025-06-27,30,2,84,3356
2025-04-23,556,2,96,3254
2025-08-14,866,7,39,2413
2025-06-07,913,3,92,4279
2025-04-17,282,3,99,2707
2025-03-12,803,3,46,1146
2025-04-17,265,2,77,2049
2025-05-15,948,6,100,3809
2025-07-07,540,4,54,2683
2025-06-27,624,7,85,4793
2025-06-10,286,5,5,3447
2025-05-25,22,4,46,811
2025-07-10,615,3,43,1639
2025-08-26,147,4,3,3790
2025-07-05,6,6,79,4752
2025-08-07,159,5,32,1779
2025-08-26,127,2,63,2899
2025-04-05,953,1,79,4456
2025-05-22,691,1,48,3978
2025-03-12,438,7,43,2340
2025-04-11,931,5,29,2153
2025-06-01,597,5,54,570
2025-05-01,616,1,72,714
2025-06-03,682,6,40,3584
2025-07-11,555,2,31,4011
2025-08-24,360,5,37,3462
2025-06-24,237,7,34,4792
2025-08-17,395,2,59,4081
2025-05-27,590,4,49,1281
2025-05-07,748,1,58,2328
2025-06-14,12,4,77,988
2025-05-02,924,6,54,1479
2025-03-10,5,2,100,3327
2025-05-30,666,2,9,1358
2025-03-04,47,7,14,2059
2025-05-13,749,6,20,4920
2025-06-07,941,6,88,4363
2025-07-21,546,1,94,3341
2025-06-20,136,5,22,2372
2025-04-29,341,7,72,1165
2025-07-23,665,2,96,4805
2025-03-03,469,6,74,3779
2025-07-04,123,3,77,2186
2025-05-10,416,4,19,2995
2025-04-10,88,3,93,4044
2025-04-01,711,5,81,2679
2025-07-20,957,2,43,2628
2025-03-05,757,7,6,569
2025-05-28,181,2,55,3513
2025-07-11,857,3,52,549
2025-05-15,427,3,22,2405
2025-03-12,782,4,58,2404
2025-04-08,218,7,95,3343
2025-08-09,809,7,2,2766
2025-05-05,52,1,49,930
2025-05-12,118,7,45,963
2025-03-05,48,1,67,3642
2025-06-14,866,2,79,2029
2025-06-12,262,2,32,2770
2025-05-07,297,1,39,4158
2025-05-15,942,6,61,4272
2025-06-28,783,6,94,1829
2025-03-27,261,1,12,2502
2025-06-10,822,5,69,2285
2025-06-06,668,1,99,2056
2025-07-23,413,2,43,2052
2025-08-28,485,1,79,1334
2025-03-08,999,2,9,4143
2025-08-09,951,2,27,3404
2025-06-22,211,4,38,1726
2025-05-17,313,4,62,3699
2025-06-12,973,4,89,3766
2025-05-18,96,2,18,586
2025-07-17,91,2,98,4139
2025-07-05,704,7,14,2240
2025-08-19,379,7,28,4081
2025-08-07,86,6,99,2755
2025-08-16,824,6,21,3314
2025-05-22,457,2,22,1272
2025-05-31,208,7,80,4154
2025-06-10,547,6,26,3204
2025-07-07,207,5,25,1782
2025-05-25,718,6,66,1929
2025-05-18,208,4,71,4404
2025-08-06,5,3,72,617
2025-03-20,448,7,42,3356
2025-08-24,654,7,22,3054
2025-05-12,356,4,63,1901
2025-06-01,752,7,4,1602
2025-07-12,531,1,38,1555
2025-04-30,1,3,97,3972
2025-05-22,575,3,94,4134
2025-03-22,406,6,17,554
2025-03-18,393,1,86,2535
2025-07-24,800,4,94,2465
2025-08-05,132,3,60,1237
2025-04-12,579,5,17,4870
2025-05-07,579,5,89,4808
2025-04-21,245,4,54,2603
2025-07-01,750,4,67,4992
2025-08-08,479,4,53,1756
2025-07-21,741,6,50,4752
2025-08-18,611,2,19,3195
2025-06-04,677,5,40,918
2025-04-09,367,2,92,1439
2025-06-18,31,5,68,1751
2025-07-12,78,2,54,3814
2025-03-18,962,2,68,531
2025-05-14,769,3,5,3425
2025-04-13,693,7,28,4197
2025-05-09,125,1,21,2155
2025-04-08,874,6,58,3315
2025-03-27,752,7,24,2983
2025-08-26,478,7,42,4561
2025-07-01,486,3,51,2601
2025-06-29,386,4,72,2911
2025-05-02,860,4,10,1808
2025-04-23,366,3,87,4010
2025-07-21,42,2,66,2715
2025-05-20,952,5,66,4974
2025-04-04,190,3,56,3255
2025-08-14,859,7,19,4275
2025-03-11,724,6,54,1417
2025-07-12,307,4,79,4138
2025-06-19,991,6,58,3844
2025-07-12,132,3,61,3231
2025-04-23,938,4,74,4573
2025-07-01,959,5,4,2687
2025-07-26,442,3,82,1722
2025-05-09,995,3,12,4187
2025-05-08,695,1,15,1051
2025-04-04,569,1,50,823
2025-08-12,127,3,47,1679
2025-04-20,418,1,79,3558
2025-08-23,147,5,7,3240
2025-04-27,275,7,74,1989
2025-05-06,295,4,48,3685
2025-08-13,96,1,41,1648
2025-08-15,146,7,66,2050
2025-04-07,272,3,86,3150
2025-06-05,414,7,58,3724
2025-07-24,283,3,27,3575
2025-08-07,884,4,40,2321
2025-07-02,576,1,68,4921
2025-05-05,387,1,95,1204
2025-06-19,555,1,3,3166
2025-05-12,451,1,27,4874
2025-07-14,817,4,74,530
2025-08-25,233,1,7,3069
2025-03-09,504,4,54,1909
2025-08-06,971,4,15,951
2025-04-01,741,2,36,3630
2025-06-19,385,2,95,4605
2025-06-24,717,2,52,1451
2025-07-07,551,6,40,1458
2025-06-29,205,1,45,3070
2025-06-28,333,3,22,4552
2025-04-08,834,4,95,4604
2025-03-31,765,3,76,1122
2025-05-28,637,1,4,1096
2025-06-08,847,7,1,877
2025-06-12,95,4,73,2608
2025-07-04,998,7,96,3707
2025-07-22,545,7,70,1597
2025-04-15,300,4,55,1796
2025-07-21,693,6,54,586
2025-04-16,189,4,59,1878
2025-05-27,903,3,39,1226
2025-07-06,738,6,74,1079
2025-07-27,88,3,70,1734
2025-06-27,646,4,12,3922
2025-04-17,61,6,23,3214
2025-03-14,314,5,89,3810
2025-04-13,850,5,68,2310
2025-05-11,604,7,34,2497
2025-05-12,855,4,27,4899
2025-03-29,947,7,77,1429
2025-04-23,382,5,28,1018
2025-06-09,125,3,41,4687
2025-03-15,373,4,92,3914
2025-04-13,473,4,15,3677
2025-06-11,47,7,66,3328
2025-07-08,143,3,25,973
2025-07-13,58,2,80,3378
2025-07-11,271,6,34,3613
2025-03-08,532,7,26,925
2025-06-29,657,2,97,4642
2025-07-14,394,4,19,2888
2025-05-12,736,4,38,1564
2025-07-22,389,5,16,517
2025-08-25,460,5,9,3692
2025-04-20,621,4,69,1372
2025-07-03,136,3,62,1543
2025-04-22,533,1,35,2310
2025-04-10,327,3,91,3522
2025-06-23,682,6,78,526
2025-04-06,623,1,40,2337
2025-04-29,32,3,53,4108
2025-08-04,29,6,56,1455
2025-03-04,780,7,84,3073
2025-05-18,408,4,62,2501
2025-07-13,437,7,70,2320
2025-06-10,665,7,1,532
2025-08-01,913,5,14,1319
2025-07-10,572,3,31,2119
2025-08-07,700,7,7,536
2025-05-24,642,5,69,3096
2025-05-10,702,3,96,1764
2025-07-26,459,7,95,3555
2025-04-26,657,7,35,3843
2025-06-07,178,2,73,1607
2025-07-14,521,4,65,4711
2025-07-10,722,2,42,1872
2025-05-29,317,1,11,3177
2025-07-18,285,6,91,1540
2025-03-11,928,6,91,3594
2025-03-14,389,1,69,4248
2025-04-25,481,6,52,2205
2025-04-19,854,6,4,2621
2025-05-07,957,1,65,3349
2025-04-17,249,2,79,4143
2025-04-15,129,4,27,2219
2025-07-27,326,5,70,1613
2025-03-10,964,1,15,1047
2025-04-13,873,7,91,4926
2025-07-05,941,5,86,4500
2025-03-02,587,6,86,2916
2025-04-23,78,7,67,4340
2025-08-04,435,4,95,4356
2025-03-25,214,6,25,638
2025-04-18,36,7,60,4222
2025-04-28,814,1,35,3057
2025-07-29,600,1,13,4798
2025-06-12,558,3,81,943
2025-04-18,887,7,15,1114
2025-07-31,569,5,78,2091
2025-05-15,491,5,77,1588
2025-03-13,634,6,34,4786
2025-08-14,514,4,31,1794
2025-05-06,345,3,35,743
2025-04-01,6,6,94,1526
2025-07-17,373,5,31,1954
2025-07-29,997,3,35,1366
2025-07-30,633,6,51,4823
2025-04-03,181,3,7,3365
2025-03-30,119,1,29,3294
2025-05-17,214,5,77,820
2025-03-23,152,3,53,3672
2025-06-02,523,6,21,651
2025-04-15,512,3,90,1916
2025-05-23,993,4,90,2756
2025-05-24,898,7,85,1185
2025-05-16,932,7,85,656
2025-07-26,416,2,72,2376
2025-06-01,942,7,75,3106
2025-08-02,941,7,56,1886
2025-04-29,437,5,89,2228
2025-05-03,628,3,23,1270
2025-08-10,242,4,48,870
2025-07-14,895,4,9,1108
2025-08-23,410,4,74,1863
2025-05-02,7,1,17,913
2025-05-25,212,3,31,1033
2025-04-27,423,3,41,1075
2025-05-18,393,4,93,1419
2025-05-07,582,4,62,3656
2025-04-22,268,5,60,754
2025-04-26,915,5,36,1100
2025-03-21,709,5,71,3444
2025-06-17,638,7,18,3513
2025-04-10,250,1,10,2097
2025-03-08,493,4,78,2551
2025-05-13,358,2,53,1800
2025-08-11,707,4,45,3669
2025-06-08,291,3,17,1094
2025-04-22,755,4,25,1272
2025-08-11,110,5,24,3393
2025-05-24,153,7,57,711
2025-06-02,795,1,60,650
2025-04-15,963,3,48,3472
2025-04-25,703,2,97,1159
2025-05-05,822,4,84,3905
2025-07-14,792,7,6,1076
2025-06-24,529,2,40,1318
2025-05-01,573,2,52,1087
2025-07-01,551,2,68,3600
2025-04-15,793,1,40,4612
2025-03-22,889,3,74,1901
2025-04-01,637,5,6,950
2025-04-15,71,3,22,4450
2025-08-14,176,4,32,923
2025-06-23,689,3,26,3412
2025-05-27,735,7,42,687
2025-05-17,694,2,89,3388
2025-07-30,563,6,21,2531
2025-07-05,446,6,96,900
2025-03-28,335,1,79,830
2025-04-17,594,3,75,1604
2025-03-02,385,4,3,2625
2025-07-28,408,6,25,4007
2025-06-01,255,1,46,4824
2025-08-26,968,5,78,2890
2025-05-05,515,5,31,3881
2025-03-31,649,3,2,3917
2025-05-11,46,5,89,2777
2025-07-28,510,4,5,3869
2025-07-14,129,6,100,770
2025-06-22,304,4,14,2446
2025-06-23,317,4,15,4574
2025-03-11,357,7,40,4811
2025-07-09,248,4,16,954
2025-03-03,989,5,46,990
2025-04-05,395,1,18,3165
2025-07-11,889,3,98,4146
2025-06-22,176,3,14,4106
2025-08-03,24,6,69,4681
2025-04-02,394,5,82,2609
2025-05-11,100,5,35,3411
2025-07-27,810,5,26,1509
2025-07-14,885,2,11,3732
2025-08-20,52,5,71,2857
2025-08-09,124,1,48,2003
2025-06-14,148,3,81,2722
2025-08-04,964,4,11,4787
2025-03-17,388,3,14,2971
2025-04-06,8,4,60,1883
2025-03-04,371,4,73,1655
2025-08-27,826,2,2,1224
2025-06-17,798,5,83,1190
2025-06-10,467,6,81,4089
2025-07-25,907,1,22,3085
2025-04-22,171,3,31,2600
2025-04-05,593,7,36,2500
2025-04-13,403,6,48,554
2025-06-26,452,1,92,1356
2025-05-23,396,7,14,4097
2025-06-02,279,7,69,2821
2025-03-14,341,2,36,2105
2025-05-29,192,4,29,3557
2025-03-15,264,7,68,2216
2025-08-20,285,4,99,2183
2025-03-23,536,4,99,579
2025-06-22,553,6,21,3737
2025-08-17,429,5,79,4260
2025-08-04,548,3,1,1601
2025-04-17,495,2,6,3364
2025-04-21,119,4,34,2310
2025-05-23,345,5,20,2507
2025-04-25,980,6,38,2405
2025-07-22,550,3,40,2386
2025-05-17,941,1,83,3725
2025-03-28,891,4,25,2121
2025-05-14,863,5,49,2781
2025-04-22,710,3,38,2156
2025-03-16,827,7,56,4811
2025-07-29,141,5,100,618
2025-05-22,320,1,16,4991
2025-07-01,578,5,7,2214
2025-04-27,71,2,84,1489
2025-03-23,86,5,81,1978
2025-07-08,643,2,48,3901
2025-04-13,390,7,84,2020
2025-08-27,87,3,11,2366
2025-04-03,435,7,27,1024
2025-05-29,561,2,88,1808
2025-04-30,889,1,3,1064
2025-05-05,318,4,44,1955
2025-07-02,144,7,13,4470
2025-04-06,520,7,43,1905
2025-08-26,479,4,47,4768
2025-05-08,885,5,7,4963
2025-03-04,474,1,100,2397
2025-07-15,783,1,12,2044
2025-05-07,634,5,66,1100
2025-08-01,20,3,52,2624
2025-06-14,817,2,79,4353
2025-07-03,319,3,21,537
2025-07-26,622,4,33,764
2025-08-25,383,5,11,563
2025-05-04,924,6,96,510
2025-08-03,925,4,54,1025
2025-05-18,75,6,92,2701
2025-08-23,147,1,82,1396
2025-04-11,71,1,90,4822
2025-07-28,891,5,1,3273
2025-06-29,754,5,93,1226
2025-06-16,444,2,13,4550
2025-06-06,391,1,60,3784
2025-08-17,259,6,10,2024
2025-05-08,537,6,63,1031
2025-08-27,137,2,52,1319
2025-05-29,62,3,89,1253
2025-05-16,233,2,16,4276
2025-03-16,13,2,60,1993
2025-07-24,452,7,32,895
2025-04-28,479,2,65,2386
2025-06-10,239,1,55,3919
2025-05-01,664,4,89,3979
2025-04-26,347,5,53,4397
2025-05-09,859,4,11,3146
2025-06-19,174,2,34,686
2025-07-07,659,5,48,1474
2025-03-19,115,4,52,4761
2025-07-08,95,4,43,3423
2025-08-14,261,7,40,3134
2025-06-29,593,3,86,1235
2025-04-24,575,1,25,3223
2025-05-07,482,7,98,4977
2025-07-01,337,5,41,1505
2025-04-25,845,1,4,4151
2025-08-29,482,1,2,984
2025-03-16,598,2,100,2406
2025-05-11,960,4,82,4257
2025-07-08,244,7,95,2062
2025-06-16,952,5,91,4602
2025-04-26,90,7,21,3073
2025-03-14,719,7,79,4579
2025-06-01,830,1,68,4771
2025-06-12,289,6,98,1730
2025-08-28,196,7,50,1759
2025-05-09,690,2,50,2482
2025-07-04,717,7,44,2953
2025-07-25,108,4,74,3563
2025-08-21,172,7,38,4916
2025-04-25,676,5,86,2430
2025-07-28,264,4,43,1728
2025-07-08,924,4,13,869
2025-05-15,837,5,68,4265
2025-03-20,137,1,13,2713
2025-03-08,947,2,74,3941
2025-07-13,922,7,47,3240
2025-07-15,813,4,8,4584
2025-03-03,427,6,77,691
2025-03-08,238,7,69,2056
2025-04-07,535,1,16,3729
2025-05-18,13,3,88,504
2025-07-11,234,1,15,2952
2025-05-17,579,6,2,3989
2025-05-04,79,6,40,4167
2025-07-20,346,6,84,943
2025-04-25,762,2,2,728
2025-06-18,560,1,54,986
2025-05-25,791,1,68,1371
2025-07-04,772,3,67,1369
2025-07-28,217,6,2,3198
2025-07-06,146,1,81,2582
2025-07-31,798,4,78,3003
2025-07-27,584,6,42,4165
2025-06-12,904,4,69,1384
2025-03-14,177,4,15,2307
2025-04-09,135,1,37,2465
2025-03-21,928,5,93,3043
2025-06-04,846,2,2,3340
2025-04-02,330,1,33,3997
2025-03-10,319,6,28,500
2025-07-03,903,2,72,875
2025-06-18,542,3,2,2065
2025-08-23,677,7,33,2890
2025-08-27,541,6,54,3963
2025-07-14,471,5,93,1242
2025-06-22,577,1,68,3727
2025-06-22,35,5,86,2801
2025-06-30,429,7,67,1061
2025-08-17,807,7,40,646
2025-03-08,675,1,51,4240
2025-06-30,117,2,91,1929
2025-03-31,64,1,33,876
2025-03-11,571,1,51,4917
2025-05-31,83,5,56,2783
2025-08-12,142,7,27,888
2025-06-21,263,5,20,2030
2025-03-16,753,2,16,1229
2025-04-08,959,1,26,3687
2025-08-12,248,3,35,1640
2025-07-05,960,5,97,1498
2025-05-28,917,4,2,1231
2025-08-06,593,3,63,4436
2025-06-05,878,6,71,1999
2025-03-27,127,1,82,1079
2025-07-13,843,6,78,1955
2025-08-03,697,4,80,3442
2025-07-11,862,1,40,2393
2025-03-11,365,6,30,2387
2025-03-14,93,3,16,2022
2025-05-28,33,6,80,4021
2025-06-06,680,4,90,2414
2025-07-20,751,6,41,3353
2025-04-29,156,6,27,2541
2025-03-03,628,7,16,4504
2025-05-25,853,4,13,630
2025-05-31,274,7,19,3323
2025-05-13,888,1,55,4663
2025-07-20,211,5,95,4972
2025-06-13,953,4,28,4281
2025-05-06,39,5,67,771
2025-04-24,688,5,43,1152
2025-05-04,74,3,66,2460
2025-05-05,424,2,86,3630
2025-07-18,834,7,64,3264
2025-08-25,456,6,75,3264
2025-06-23,435,1,48,519
2025-04-27,420,6,50,837
2025-08-12,273,6,20,982
2025-05-26,177,7,47,3085
2025-08-08,233,4,92,2404
2025-08-16,44,4,15,1529
2025-03-24,407,1,88,4403
2025-07-11,817,7,12,751
2025-08-04,257,3,6,4447
2025-03-28,780,5,65,1657
2025-08-01,283,3,57,814
2025-03-07,86,5,46,627
2025-06-24,444,1,42,733
2025-06-14,835,7,36,825
2025-06-14,871,5,95,1942
2025-07-28,674,4,48,997
2025-07-17,173,6,12,2708
2025-04-19,225,3,47,1943
2025-08-20,993,6,27,3921
2025-07-14,962,2,88,4259
2025-05-08,503,7,6,4080
2025-08-25,547,3,37,963
2025-03-26,272,4,33,2396
2025-05-19,988,7,66,3692
2025-03-13,439,4,91,3340
2025-08-21,973,3,41,804
2025-06-05,680,7,42,2172
2025-03-19,57,3,76,1083
2025-07-08,990,7,7,2816
2025-05-10,165,7,11,3860
2025-06-04,253,5,99,2126
2025-03-11,932,6,78,2722
2025-05-28,128,7,5,4009
2025-08-15,939,6,43,3525
2025-05-29,286,4,72,2582
2025-07-14,410,5,84,3968
2025-04-10,844,2,48,4665
2025-07-31,718,5,61,3934
2025-03-19,578,4,73,4442
2025-06-29,549,5,73,3646
2025-08-12,849,2,19,4205
2025-06-13,660,2,38,4995
2025-07-24,737,2,89,2649
2025-03-18,417,2,69,895
2025-07-28,626,7,39,2000
2025-03-27,557,3,21,2819
2025-05-06,123,3,71,1067
2025-08-01,99,5,6,4919
2025-03-22,349,1,40,2248
2025-07-12,24,7,68,3019
2025-05-13,693,3,22,1725
2025-06-13,210,6,76,4230
2025-08-29,372,7,40,4704
2025-04-13,274,1,68,1051
2025-03-15,9,7,31,3887
2025-08-25,471,5,96,3661
2025-03-17,447,7,34,2160
2025-08-13,316,5,40,1829
2025-07-08,794,7,26,1258
2025-08-23,117,7,30,3786
2025-08-24,731,3,24,3230
2025-03-30,71,4,10,4419
2025-07-05,602,6,23,3223
2025-07-22,681,2,59,3534
2025-07-20,693,7,84,4703
2025-07-09,204,2,60,3407
2025-05-12,876,1,51,850
2025-07-04,231,4,37,2293
2025-04-30,821,4,97,3484
2025-03-08,736,5,38,4053
2025-04-25,978,4,43,2482
2025-04-08,611,1,32,1648
2025-05-15,559,5,82,1293
2025-03-03,44,7,53,614
2025-08-25,265,3,82,4440
2025-04-03,365,7,44,3475
2025-08-04,72,2,11,4020
2025-05-16,968,4,80,575
2025-07-19,445,2,98,1334
2025-03-21,202,7,25,1469
2025-06-09,713,3,39,3244
2025-04-18,443,3,93,1270
2025-08-02,956,4,22,1556
2025-04-01,324,7,17,3199
2025-05-24,555,4,65,3679
2025-07-08,677,4,44,2025
2025-07-10,95,5,2,4101
2025-05-22,914,4,43,4499
2025-07-26,986,1,84,1804
2025-06-21,928,1,17,3475
2025-08-03,929,2,62,2055
2025-08-03,473,7,45,2585
2025-03-23,912,5,76,4999
2025-07-16,948,5,2,1776
2025-07-04,135,6,99,1891
2025-07-20,769,6,83,3902
2025-07-23,616,4,7,3222
2025-05-18,479,7,11,1413
2025-06-18,142,3,55,2218
2025-06-07,435,7,24,1798
2025-08-17,256,3,80,1737
2025-07-05,60,2,54,1524
2025-05-12,986,1,92,2572
2025-05-03,704,7,1,2467
2025-03-25,140,3,17,3851
2025-06-13,731,4,27,1503
2025-03-25,127,7,76,3946
2025-08-15,804,4,22,1410
2025-03-04,90,7,77,1306
2025-07-02,989,7,86,2666
2025-03-14,663,5,64,4430
2025-07-19,856,5,8,4823
2025-03-09,630,4,48,1910
2025-07-07,962,3,69,785
2025-04-10,632,3,39,656
2025-05-06,170,2,32,2195
2025-04-12,43,3,41,995
2025-05-19,791,2,83,4093
2025-07-04,302,4,65,2768
2025-06-24,343,6,100,2635
2025-03-30,367,4,4,2887
2025-07-16,225,6,53,1962
2025-08-05,265,2,5,1784
2025-03-30,818,2,65,741
2025-07-27,316,7,1,2449
2025-03-29,857,6,88,3740
2025-08-22,157,7,30,4366
2025-04-26,26,3,80,4672
2025-08-29,694,1,27,827
2025-05-09,232,3,88,4273
2025-08-28,113,7,3,1663
2025-03-11,103,7,97,4291
2025-05-08,909,2,59,4829
2025-05-18,640,4,75,2161
2025-08-17,358,7,58,4066
2025-05-27,504,6,10,4966
2025-03-03,996,6,80,1363
2025-05-13,666,6,95,4921
2025-08-16,748,6,1,1304
2025-05-08,331,7,3,3753
2025-06-08,483,6,68,1608
2025-06-29,880,1,5,826
2025-06-15,201,5,31,4851
2025-06-29,533,6,43,4827
2025-04-27,978,4,89,830
2025-07-07,808,5,9,1094
2025-08-07,2,3,95,1339
2025-06-11,767,7,18,2932
2025-07-16,319,3,7,2071
2025-04-11,584,5,41,2358
2025-05-10,654,5,3,1749
2025-05-03,554,4,12,3149
2025-03-09,544,2,27,1350
2025-06-03,948,6,87,4197
2025-03-29,368,2,12,1674
2025-07-08,237,3,51,3867
2025-04-15,545,1,63,3301
2025-08-23,52,2,100,1560
2025-08-12,250,3,77,605
2025-06-12,306,6,64,3713
2025-07-11,567,5,98,2364
2025-07-26,46,4,25,1713
2025-04-02,828,6,74,4899
2025-08-26,741,7,59,941
2025-08-09,332,7,34,1402
2025-05-19,714,5,99,2195
2025-04-12,8,5,67,2612
2025-03-15,644,4,15,4840
2025-03-12,896,4,29,4184
2025-08-27,150,5,97,4029
2025-06-19,957,3,16,526
2025-06-08,42,4,94,4833
2025-03-09,52,7,18,4595
2025-08-15,644,7,75,3015
2025-06-21,491,7,17,4446
2025-03-26,270,2,15,1735
2025-07-29,699,7,6,3239
2025-08-19,502,1,74,3804
2025-05-29,777,6,32,3208
2025-03-04,335,5,11,2597
2025-03-11,805,2,9,938
2025-07-05,349,5,58,558
2025-08-02,396,1,69,3580
2025-08-10,194,5,2,2938
2025-07-07,101,4,49,3729
2025-06-17,934,6,80,831
2025-03-14,904,6,28,1172
2025-05-10,662,6,15,3505
2025-07-07,486,4,87,1839
2025-04-04,726,3,97,4124
2025-07-17,577,6,79,1262
2025-07-03,623,4,81,2754
2025-06-22,149,4,8,1336
2025-08-25,204,7,14,3421
2025-06-08,976,1,79,4459
2025-07-24,201,4,90,4001
2025-05-29,998,1,35,3945
2025-07-20,306,5,30,568
2025-03-11,855,1,10,3891
2025-03-09,934,2,84,3667
2025-07-11,969,1,73,2555
2025-04-03,115,5,2,1013
2025-08-20,346,3,20,2817
2025-07-19,633,5,44,3992
2025-06-11,319,1,24,1415
2025-05-21,843,7,63,1318
2025-06-26,208,6,10,4063
2025-08-26,509,2,10,653
2025-06-17,171,3,59,3511
2025-07-19,172,2,93,4239
2025-07-26,561,6,32,3045
2025-06-07,599,4,21,3958
2025-04-25,807,7,29,1505
2025-03-25,100,2,41,3255
2025-07-31,84,1,21,4753
2025-05-25,36,2,43,3602
2025-03-12,526,5,62,3549
2025-05-04,871,3,16,4328
2025-04-03,543,7,61,4749
2025-03-05,171,1,57,1180
2025-08-13,610,3,2,3614
2025-07-09,592,2,43,2538
2025-05-19,873,1,37,663
2025-07-29,98,4,41,2033
2025-03-19,897,5,19,3912
